Start,End,Celle 6.Flow2 (Celle 6) [°C],Celle 6.Vindue1 (Celle 6) [%],Celle 6.Vindue2 (Celle 6) [%],Celle 6.Gardin1 (Celle 6) [%],Celle 6.Gardin3 (Celle 6) [%]
2013-12-01 00:00,2014-01-01 00:00,25.7,0,0,70.8,70.8
