Start,End,Celle 6.Flow2 (Celle 6) [°C],Celle 6.Vindue1 (Celle 6) [%],Celle 6.Vindue2 (Celle 6) [%],Celle 6.Gardin1 (Celle 6) [%],Celle 6.Gardin3 (Celle 6) [%]
2014-03-01 00:00,2014-04-01 00:00,5.468179657933543e+34,5.4729666837147e+34,5.472567764899603e+34,5.46738182030335e+34,5.46738182030335e+34
