Start,End,Celle 6.Flow2 (Celle 6) [°C],Celle 6.Vindue1 (Celle 6) [%],Celle 6.Vindue2 (Celle 6) [%],Celle 6.Gardin1 (Celle 6) [%],Celle 6.Gardin3 (Celle 6) [%]
2014-04-01 00:00,2014-05-01 00:00,25.6,14.5,9.1,65.1,65.1
