Start,End,Celle 6.Flow2 (Celle 6) [°C],Celle 6.Vindue1 (Celle 6) [%],Celle 6.Vindue2 (Celle 6) [%],Celle 6.Gardin1 (Celle 6) [%],Celle 6.Gardin3 (Celle 6) [%]
2014-06-01 00:00,2014-07-01 00:00,28.1,57.3,44.4,64.8,64.8
