problem,n_runs,runtime_mean,runtime_std,hypervolume_mean,hypervolume_std,spacing_mean,spacing_std,n_solutions_mean,n_solutions_std
GreenhouseOptimization,1,5.347874162951484,0.0,0.0,0.0,37439.59160129341,0.0,12.0,0.0
