Date;Time;"Celle 6: Lufttemperatur";"Celle 6: Endelig fælles varme sætpunkt";"Celle 6: Vent. position 1";"Celle 6: Vent. position 2";"Celle 6: Luftfugtighed RH%";"Celle 6: Luftfugtighed VPD";"Celle 6: CO2";"Celle 6: CO2 krav";"Celle 6: CO2 dosering";"Celle 6: ";"Celle 6: ";"Celle 6: Lys intensitet";"Celle 6: Gardin 1 position";"Celle 6: Solindstråling";"Celle 6: Udetemperatur";"Celle 6: Flow temperatur 1";"Celle 6: Flow temperatur 2"
2014-06-01;00:00:00;"18.4646";"5";"0";"0";"59.2425";"8.71565";"467.33";"350";"0";"0";"0";"0";"80.03";"1.05177e-007";"11.4798";"21.0634";"20.7678"
2014-06-01;00:10:00;"18.3812";"5";"0";"0";"59.5882";"8.59889";"465.876";"350";"0";"0";"0";"0";"80.03";"1.05177e-007";"11.3768";"20.9877";"20.3642"
2014-06-01;00:20:00;"18.28";"5";"0";"0";"60.0253";"8.45402";"472.59";"350";"0";"0";"0";"0";"80.03";"1.05177e-007";"11.2896";"20.8255";"20.2308"
2014-06-01;00:30:00;"18.1746";"5";"0";"0";"60.5086";"8.29733";"473.709";"350";"0";"0";"0";"0";"80.03";"1.05177e-007";"11.2896";"20.6597";"20.1119"
2014-06-01;00:40:00;"18.0909";"5";"0";"0";"60.9806";"8.15591";"470.911";"350";"0";"0";"0";"0";"80.03";"1.05177e-007";"11.2896";"20.5083";"20.029"
2014-06-01;00:50:00;"18.0227";"5";"0";"0";"61.334";"8.04753";"474.716";"350";"0";"0";"0";"0";"80.03";"1.05177e-007";"11.2183";"20.3498";"19.993"
2014-06-01;01:00:00;"17.9485";"5";"0";"0";"61.6364";"7.94665";"476.282";"350";"0";"0";"0";"0";"80.03";"1.05177e-007";"11.1549";"20.1876";"19.9425"
2014-06-01;01:10:00;"17.8808";"5";"0";"0";"61.9341";"7.85165";"472.03";"350";"0";"0";"0";"0";"80.03";"1.05177e-007";"11.0995";"20.0362";"19.8957"
2014-06-01;01:20:00;"17.8155";"5";"0";"0";"62.2616";"7.7507";"477.849";"350";"0";"0";"0";"0";"80.03";"1.05177e-007";"11.0995";"19.8957";"19.8308"
2014-06-01;01:30:00;"17.7626";"5";"0";"0";"62.5052";"7.67549";"472.814";"350";"0";"0";"0";"0";"80.03";"1.05177e-007";"11.0995";"19.7767";"19.7407"
2014-06-01;01:40:00;"17.7219";"5";"0";"0";"62.6946";"7.61711";"477.737";"350";"0";"0";"0";"0";"80.03";"1.05177e-007";"11.0995";"19.6542";"19.6254"
2014-06-01;01:50:00;"17.6753";"5";"0";"0";"62.899";"7.55282";"483.444";"350";"0";"0";"0";"0";"80.03";"1.05177e-007";"11.0995";"19.5389";"19.51"
