Date;Time;"Celle 6: Lufttemperatur";"Celle 6: Endelig fælles varme sætpunkt";"Celle 6: Vent. position 1";"Celle 6: Vent. position 2";"Celle 6: Luftfugtighed RH%";"Celle 6: Luftfugtighed VPD";"Celle 6: CO2";"Celle 6: CO2 krav";"Celle 6: CO2 dosering";"Celle 6: ";"Celle 6: ";"Celle 6: Lys intensitet";"Celle 6: Gardin 1 position";"Celle 6: Solindstråling";"Celle 6: Udetemperatur";"Celle 6: Flow temperatur 1";"Celle 6: Flow temperatur 2"
2014-01-01;00:00:00;;;;;;;;;;;;;;;;;
2014-01-01;00:10:00;;;;;;;;;;;;;;;;;
2014-01-01;00:20:00;;;;;;;;;;;;;;;;;
2014-01-01;00:30:00;;;;;;;;;;;;;;;;;
2014-01-01;00:40:00;;;;;;;;;;;;;;;;;
2014-01-01;00:50:00;;;;;;;;;;;;;;;;;
2014-01-01;01:00:00;;;;;;;;;;;;;;;;;
2014-01-01;01:10:00;;;;;;;;;;;;;;;;;
2014-01-01;01:20:00;;;;;;;;;;;;;;;;;
2014-01-01;01:30:00;;;;;;;;;;;;;;;;;
2014-01-01;01:40:00;;;;;;;;;;;;;;;;;
2014-01-01;01:50:00;;;;;;;;;;;;;;;;;
2014-01-01;02:00:00;;;;;;;;;;;;;;;;;
2014-01-01;02:10:00;;;;;;;;;;;;;;;;;
2014-01-01;02:20:00;;;;;;;;;;;;;;;;;
2014-01-01;02:30:00;;;;;;;;;;;;;;;;;
2014-01-01;02:40:00;;;;;;;;;;;;;;;;;
2014-01-01;02:50:00;;;;;;;;;;;;;;;;;
2014-01-01;03:00:00;;;;;;;;;;;;;;;;;
2014-01-01;03:10:00;;;;;;;;;;;;;;;;;
2014-01-01;03:20:00;;;;;;;;;;;;;;;;;
2014-01-01;03:30:00;;;;;;;;;;;;;;;;;
2014-01-01;03:40:00;;;;;;;;;;;;;;;;;
2014-01-01;03:50:00;;;;;;;;;;;;;;;;;
2014-01-01;04:00:00;;;;;;;;;;;;;;;;;
2014-01-01;04:10:00;;;;;;;;;;;;;;;;;
2014-01-01;04:20:00;;;;;;;;;;;;;;;;;
